link,title,body,summary,publish_date
https://www.malaymail.com/news/money/2023/04/12/bursa-malaysia-stays-lower-at-mid-morning/64407,Bursa Malaysia stays lower at mid-morning,"KUALA LUMPUR, April 12 ― Bursa Malaysia remained in the negative territory at mid-morning due to the lack of catalysts amidst cautious sentiments in the market.

At 11.05am, the FTSE Bursa Malaysia KLCI (FBM KLCI) slid 5.65 points to 1,430.24 from yesterday's close of 1,435.89, after opening 1.13 points higher at 1,437.02.

The market breadth was negative as decliners surpassed gainers 403 to 238, while 354 counters were unchanged, 1,268 untraded and 23 others suspended.

Turnover stood at 1.28 billion units worth RM564.20 million.

Among the heavyweights, Maybank decreased three sen to RM8.70, CIMB weakened two sen to RM5.20, Tenaga Nasional slipped nine sen to RM9.04 and Public Bank was flat at RM3.99, while Petronas Chemicals ticked up two sen to RM7.40.

As for the actives, Revenue Group added seven sen to 34 sen, Hong Seng advanced half-a-sen to 13 sen and Classita perked one sen to 18.5 sen, while Tanco remained flat at 47 sen and Top Glove dumped five sen to RM1.10.

On the index board, the FBM Emas Index dwindled 31.25 points to 10,523.54, the FBMT 100 Index trimmed 32.01 points to 10,203.47, the FBM Emas Shariah Index fell 41.02 points to 10,870.90, the FBM ACE Index was 1.41 points lower at 5,344.92 and the FBM 70 index shaved 8.88 points to 13,776.88.

Sector-wise, the Financial Services Index dropped 23.72 points to 15,759.94, the Industrial Products and Services Index shrank 0.17 of-a-point to 175.11, and the Plantation Index slipped 19.79 points to 6,820.74, while the Energy Index expanded by 7.90 points to 880.72. ― Bernama","KUALA LUMPUR, April 12 ― Bursa Malaysia remained in the negative territory at mid-morning due to the lack of catalysts amidst cautious sentiments in the market.
At 11.05am, the FTSE Bursa Malaysia KLCI (FBM KLCI) slid 5.65 points to 1,430.24 from yesterday's close of 1,435.89, after opening 1.13 points higher at 1,437.02.
The market breadth was negative as decliners surpassed gainers 403 to 238, while 354 counters were unchanged, 1,268 untraded and 23 others suspended.
On the index board, the FBM Emas Index dwindled 31.25 points to 10,523.54, the FBMT 100 Index trimmed 32.01 points to 10,203.47, the FBM Emas Shariah Index fell 41.02 points to 10,870.90, the FBM ACE Index was 1.41 points lower at 5,344.92 and the FBM 70 index shaved 8.88 points to 13,776.88.
Sector-wise, the Financial Services Index dropped 23.72 points to 15,759.94, the Industrial Products and Services Index shrank 0.17 of-a-point to 175.11, and the Plantation Index slipped 19.79 points to 6,820.74, while the Energy Index expanded by 7.90 points to 880.72.",12/4/2023 0:00
https://www.straitstimes.com/business/fed-officials-signal-divide-over-whether-to-hike-rates-again,US Fed officials signal divide over whether to hike rates again,"HOUSTON – Federal Reserve officials sounded divergent notes about the central bank’s next policy move, with one of its top officials suggesting another rate increase may be needed to quell inflation and its newest policymaker signalling a pause may be in order.

New York Fed President John Williams said Tuesday that Fed officials still have more work to do to bring down prices, echoing remarks from his colleagues in recent days, and suggested they will stay the course despite new uncertainty from turmoil in the banking sector.

Chicago Fed President Austan Goolsbee, who votes on monetary policy decisions this year, instead called for “prudence and patience” in assessing the economic impact of tighter credit conditions that are likely to stem from financial stress, the first official to suggest policymakers may need to hold off on further hikes for now.

“Given how uncertainty abounds about where these financial headwinds are going, I think we need to be cautious,” Mr Goolsbee said in prepared remarks at an event hosted by the Economic Club of Chicago. “We should gather further data and be careful about raising rates too aggressively until we see how much work the headwinds are doing for us in getting down inflation.”

Mr Williams, speaking earlier in an interview with Yahoo! Finance, said Fed officials’ median forecast in March projecting one more interest-rate hike this year, followed by a pause, is a “reasonable starting place” – though the path will depend on incoming economic data.

“We need to do what we need to do in order to make sure we bring inflation down,” Mr Williams said. Inflation is coming down but remains well above the Fed’s 2 per cent goal, he said.

Fed officials lifted interest rates by a quarter percentage point last month, bringing their policy benchmark to a target range of 4.75 per cent to 5 per cent, up from near zero a year earlier.

Forecasts last month showed the 18 officials expected rates to reach 5.1 per cent by year-end, according to their median projection. Investors bet the Fed will raise rates at its next meeting May 2-3, but will cut rates later this year – something officials have not projected.

Mr Williams said the market expectations reflect forecasts for recession as well as a sharper slowdown in inflation than what most officials anticipate.

“We’re seeing signs of inflation slowing, but inflation is still very high,” he said. “Some of this core services inflation, excluding housing, that hasn’t budged yet. So, still kind of got our work cut out for us to get inflation back to 2 per cent.”

A string of bank collapses last month has added new uncertainty to the outlook this year. Still, most Fed officials have continued to emphasise their commitment to bringing prices down.

Minneapolis Fed President Neel Kashkari, who also votes on policy this year, said last month that though it will take a while to see the full effects of the banking fallout, the Fed still has more work to do to lower inflation.

Mr James Bullard, Mr Goolsbee’s counterpart in St. Louis, said steps taken to ease financial strains were working and the central bank should keep raising interest rates to fight high inflation. And Cleveland Fed chief Loretta Mester said policymakers will need to raise rates “a little bit higher” and then hold them there for some time. Neither Ms Mester nor Mr Bullard votes in monetary policy decisions this year.

Philadelphia Fed President Patrick Harker, who votes on policy this year, sounded less emphatic than some of his colleagues on the need to take more measures against inflation.","Finance, said Fed officials’ median forecast in March projecting one more interest-rate hike this year, followed by a pause, is a “reasonable starting place” – though the path will depend on incoming economic data.
Forecasts last month showed the 18 officials expected rates to reach 5.1 per cent by year-end, according to their median projection.
Investors bet the Fed will raise rates at its next meeting May 2-3, but will cut rates later this year – something officials have not projected.
Still, most Fed officials have continued to emphasise their commitment to bringing prices down.
And Cleveland Fed chief Loretta Mester said policymakers will need to raise rates “a little bit higher” and then hold them there for some time.",2023-04-12 08:24:05+08:00
https://www.malaymail.com/news/world/2023/04/11/un-chief-guterres-on-visit-to-somalia/64253,UN chief Guterres on visit to Somalia,"MOGADISHU, April 11 — UN Secretary-General Antonio Guterres arrived in Mogadishu on Tuesday at the start of a brief visit to Somalia, a country scarred by protracted armed conflict and climate disasters.

Pictures on social media showed Guterres being given a red carpet welcome at the capital city’s airport by Somalia’s Foreign Minister Abshir Omar Huruse and other leaders.

Somalia has imposed a security lockdown on Mogadishu for the unannounced visit, with most roads closed, and public transport restricted.

Guterres’s arrival comes as the country is in the grip of a calamitous drought that has driven many to the brink of famine, while the government is also engaged in a major offensive to put down a bloody Islamist insurgency.

The UN has launched a US$2.6 billion (RM11.4 billion) appeal for humanitarian aid for the troubled Horn of Africa nation, but it is currently only 13 per cent funded.

Five straight failed rainy seasons in parts of Somalia as well as Kenya and Ethiopia have led to the worst drought in four decades, wiping out livestock and crops and forcing at least 1.7 million people from their homes in search of food and water.

While famine thresholds have not been reached in Somalia, the United Nations says about half its population will need humanitarian assistance this year, with 8.3 million affected by the drought.

“The crisis is far from over—needs remain high and urgent,” the UN’s resident coordinator for Somalia, Adam Abdelmoula, said last week in Geneva.

“Some of the most affected areas continue to face the risk of famine.” — AFP","MOGADISHU, April 11 — UN Secretary-General Antonio Guterres arrived in Mogadishu on Tuesday at the start of a brief visit to Somalia, a country scarred by protracted armed conflict and climate disasters.
Pictures on social media showed Guterres being given a red carpet welcome at the capital city’s airport by Somalia’s Foreign Minister Abshir Omar Huruse and other leaders.
Somalia has imposed a security lockdown on Mogadishu for the unannounced visit, with most roads closed, and public transport restricted.
While famine thresholds have not been reached in Somalia, the United Nations says about half its population will need humanitarian assistance this year, with 8.3 million affected by the drought.
“The crisis is far from over—needs remain high and urgent,” the UN’s resident coordinator for Somalia, Adam Abdelmoula, said last week in Geneva.",11/4/2023 0:00
https://www.malaymail.com/news/showbiz/2023/04/12/wang-leehom-to-perform-in-bangkok-following-successful-comeback-concert-in-las-vegas/64424,Wang Leehom to perform in Bangkok following successful comeback concert in Las Vegas,"KUALA LUMPUR, April 12 — Following his successful comeback concert in Las Vegas, Taiwanese Mandopop star Wang Leehom will be coming to this side of the world to perform for his fans.

The 46-year-old is scheduled to sing at the Bangkok International Trade and Exhibition Centre on June 10.

Taking to his social media, Wang announced that the tickets will be available for sale from today at 8pm Malaysian time.

Wang added that he would be joined by Thai guitarist Jack Thammarat in the concert.

Tickets priced between 2,800 baht (RM361) and 7,800 baht (RM1,005) are available for purchase at http://www.oneleehom.com.

Wang returned to the stage in January after announcing he would be taking a break in 2021 following his ugly divorce from ex-wife Lee Jinglei.

In the Las Vegas concert, besides singing One which chronicles his divorce journey, Wang sang Xiang Jian Jiu Neng Xiang Jian (Meet Whenever We Want).

Written for his three children — daughters Jiali and Jiana and son Jiayao — who live with Lee, the song is about how he misses them dearly and hopes they can meet whenever they want.","KUALA LUMPUR, April 12 — Following his successful comeback concert in Las Vegas, Taiwanese Mandopop star Wang Leehom will be coming to this side of the world to perform for his fans.
Taking to his social media, Wang announced that the tickets will be available for sale from today at 8pm Malaysian time.
Wang added that he would be joined by Thai guitarist Jack Thammarat in the concert.
Wang returned to the stage in January after announcing he would be taking a break in 2021 following his ugly divorce from ex-wife Lee Jinglei.
In the Las Vegas concert, besides singing One which chronicles his divorce journey, Wang sang Xiang Jian Jiu Neng Xiang Jian (Meet Whenever We Want).",12/4/2023 0:00
https://www.malaymail.com/news/sports/2023/04/11/lampard-urges-chelsea-to-emulate-2012-shock-run-to-euro-glory/64255,Lampard urges Chelsea to emulate 2012 shock run to Euro glory,"LONDON, April 11 — Frank Lampard has urged Chelsea to ignore the turmoil enveloping his struggling side as he invoked the memory of the Blues’ incredible run to Champions League glory in 2012.

Lampard is back in charge of Chelsea until the end of the season after replacing the sacked Graham Potter last week.

After watching Chelsea crash to a lacklustre 1-0 defeat at Wolves in his first game in charge on Saturday, Lampard takes them to Real Madrid for a daunting Champions League quarter-final first leg tomorrow.

Chelsea are languishing in 11th place in the Premier League after a dismal campaign that included Thomas Tuchel being sacked in September and Potter lasting only seven months before his dismissal.

The west Londoners have managed to progress to the last eight in Europe despite their wretched domestic form.

Knocking out holders Real would be a major upset, but Lampard knows all about defying the odds in the Champions League.

Lampard captained Chelsea in their unexpected run to Champions League triumph 11 years ago.

The Blues finished sixth during an underwhelming top-fight season, with Roberto Di Matteo replacing the axed Andre Villas-Boas in March.

But in the Champions League they overturned a 3-1 first leg deficit to beat Napoli in the last 16, then recovered from 2-1 down on aggregate in the semi-final second leg to eliminate Lionel Messi’s Barcelona despite a red card for John Terry on a memorable night in the Camp Nou.

In the final against Bayern Munich, they needed a last-gasp equaliser from Didier Drogba to set up a penalty shoot-out victory over the Germans in their own Allianz Arena stadium.

Repeating that fairytale success seems beyond Chelsea as they board their flight to Madrid, but Lampard insists anything can happen if his players show enough desire.

‘One of the best in the world’

“There’s a lot to it. Part of that was we parked the bus at the Nou Camp and managed to hang on for our dear lives! There are so many things, fate in different moments,” he said.

“But we did have a huge desire and a big character and a level of talent in the group that have been striving for years to win a Champions League, so that one you remember.

“A team and a group will always go through tough moments to get to great ones.”

Chelsea are without a win in their last four games and once again lacked a cutting edge in the Wolves defeat.

If Lampard’s men are stun Real in the Bernabeu, the Blues boss could do with a rare influential display from Raheem Sterling.

The England forward has struggled badly since his move from Manchester City last year.

Lampard recalled Sterling to face Wolves but there was little sign of the pace and trickery that made him such a force during his time at City.

Sterling, who has scored just seven times this term, did grab a crucial goal in the Champions League last 16 second leg win against Borussia Dortmund and Lampard believes he can still have a positive impact on Chelsea’s fortunes.

“Raheem has been there and done it and there’s history of producing,” Lampard said. “He’s been one of the best wingers in the world for a long time, at times, maybe in some people’s opinion, the best.

“He’s risen to games like that before in the past so that’s something we’ll obviously rely on in terms of this because some elements of the squad are maybe a bit younger.

“This game won’t faze him. I can’t remember how many times I’ve told young wingers; ‘watch Raheem Sterling and see why he scores 20 goals a season’. I just think he’s a top player.” — AFP","LONDON, April 11 — Frank Lampard has urged Chelsea to ignore the turmoil enveloping his struggling side as he invoked the memory of the Blues’ incredible run to Champions League glory in 2012.
Lampard is back in charge of Chelsea until the end of the season after replacing the sacked Graham Potter last week.
After watching Chelsea crash to a lacklustre 1-0 defeat at Wolves in his first game in charge on Saturday, Lampard takes them to Real Madrid for a daunting Champions League quarter-final first leg tomorrow.
Knocking out holders Real would be a major upset, but Lampard knows all about defying the odds in the Champions League.
Lampard captained Chelsea in their unexpected run to Champions League triumph 11 years ago.",11/4/2023 0:00
https://www.channelnewsasia.com/asia/china-beijing-sandstorms-dangerous-air-pollution-low-visibility-3409241,"Sandstorms, dangerous pollution return to Beijing","Thick sandstorms will hit Beijing and several provinces through Wednesday (Apr 12), and Chinese forecasters have advised citizens of respiratory dangers and very low visibility while travelling, state media reported.

The capital Beijing has seen regular air pollution and an unseasonal number of sandstorms over the past few weeks.

Forecasters issued a blue weather alert warning for sandstorms. China has a four-tier, color-coded weather-warning system, with red representing the most severe warning and blue the least severe.

On Tuesday morning, smog and misty grey clouds could be seen enveloping Beijing and the city's real-time air quality index was at a serious pollution level, according to the website of the Beijing Municipal Ecological and Environmental Monitoring Center.

The concentration of fine particulates in the air in Beijing is currently 46.2 times the World Health Organization's annual air quality guideline value, according to IQAir, a website that issues air quality data and information.

A dozen provinces, including Shaanxi, Shanxi, Hebei, Shandong, Jiangsu, Anhui, Henan and Hubei, Inner Mongolia and metropolis Shanghai, will be affected by sandstorms and major dust until 8am on Wednesday, the Central Meteorological Observatory said.

The sandstorms were again a hot discussion topic on Weibo, China's Twitter-like social media platform, racking up 2.178 million chats.

One user wrote, ""What! When I wake up, why doesn't anyone issue a holiday notice, do you still have to go to work in the dust today!""

Beijing has regular sandstorms in March and April as it is near the large Gobi desert.

A Chinese government official at the Ministry of Ecology and Environment recently said the number of sandstorms was now four times higher than in the 1960s, a consequence of rising temperatures and lower precipitation in the deserts of north China and neighbouring Mongolia.","Thick sandstorms will hit Beijing and several provinces through Wednesday (Apr 12), and Chinese forecasters have advised citizens of respiratory dangers and very low visibility while travelling, state media reported.
The capital Beijing has seen regular air pollution and an unseasonal number of sandstorms over the past few weeks.
On Tuesday morning, smog and misty grey clouds could be seen enveloping Beijing and the city's real-time air quality index was at a serious pollution level, according to the website of the Beijing Municipal Ecological and Environmental Monitoring Center.
The concentration of fine particulates in the air in Beijing is currently 46.2 times the World Health Organization's annual air quality guideline value, according to IQAir, a website that issues air quality data and information.
Beijing has regular sandstorms in March and April as it is near the large Gobi desert.",None
https://www.channelnewsasia.com/world/russias-wagner-claims-it-controls-most-bakhmut-kyiv-says-forces-holding-firm-3411231,Russia's Wagner claims it controls most of Bakhmut; Kyiv says forces holding firm,"The head of Russia's Wagner mercenary group on Tuesday (Apr 11) said his forces controlled more than 80% of the devastated eastern Ukrainian city of Bakhmut after some of war's heaviest and bloodiest fighting.

Senior Ukrainian military officials did not address the claims directly, but said their forces were holding firm against fierce attacks in what once was a city of 70,000 and keeping Russian forces in check.

Wagner fighters have led Russia's months-long efforts to capture Bakhmut. The grinding trench warfare and constant artillery barrages have drawn comparisons with World War One because of massive casualties inflicted on both sides.

Wagner head Yevgeny Prigozhin said his forces, who have played a major role in Russian advances in the east, were pressing on with their encirclement of Bakhmut. ""In Bakhmut, the larger part, more than 80 per cent is now under our control, including the whole administrative centre, factories, warehouses, the administration of the city,"" he said in a video posted by a Russian military blogger.

The Russian-installed head of Donetsk region, one of four areas declared annexed by Moscow last September, said Russian forces had backed Ukrainian defenders into a corner.

""In the western areas where their units are dug in, they have no choice other than coming forward and giving themselves up,"" Russian news agencies quoted Denis Pushilin as telling state television.

Serhiy Cherevatyi, a spokesman for Ukraine's Eastern Military Command, said the situation in Bakhmut was under control, adding Kyiv would not allow its troops to be encircled.

Deputy Ukrainian Defence Minister Hanna Malyar acknowledged that Bakhmut ""took the main hit"" in fighting. But Russian forces, she said, ""are generally losing to us in street battles so they are simply destroying all buildings and structures"".

Kyiv says it needs more and better Western weapons to beat Russia, and senior Ukrainian officials pressed ahead with their bid to persuade allies to open up stockpiles.","The head of Russia's Wagner mercenary group on Tuesday (Apr 11) said his forces controlled more than 80% of the devastated eastern Ukrainian city of Bakhmut after some of war's heaviest and bloodiest fighting.
Senior Ukrainian military officials did not address the claims directly, but said their forces were holding firm against fierce attacks in what once was a city of 70,000 and keeping Russian forces in check.
The Russian-installed head of Donetsk region, one of four areas declared annexed by Moscow last September, said Russian forces had backed Ukrainian defenders into a corner.
But Russian forces, she said, ""are generally losing to us in street battles so they are simply destroying all buildings and structures"".
Kyiv says it needs more and better Western weapons to beat Russia, and senior Ukrainian officials pressed ahead with their bid to persuade allies to open up stockpiles.",None
https://www.malaymail.com/news/life/2023/04/12/how-the-hot-glue-gun-became-the-ultimate-beauty-accessory-video/64376,How the hot glue gun became the ultimate beauty accessory (VIDEO),"NEW YORK, April 12 ― Somewhat incredibly, the hot glue gun ― most often used for small DIY jobs or creative hobbies ― has become a beauty must-have in recent weeks as a go-to tool for making three-dimensional shapes to craft creative ― and fun ― makeup looks.

Have you ever heard of 'hot glue gun makeup,' the beauty trend that's currently sweeping social networks? If you haven't, then you're about to. Now all the rage, this new makeup inspiration is gathering fans on Instagram and TikTok, with no less than 460,000 views for the #hotgluegunmakeup hashtag on the Chinese social network. So forget traditional eyeliner ― now far too dull for TikTokers ― and get ready to embrace more creative looks worthy of the most glamorous red carpets. In fact, this trend is characterised by its playfulness, since it involves creating three-dimensional shapes of all kinds, and then sticking them onto your face, but ― and this is the important bit ― not just in any way.

The hot glue gun as the latest makeup must-have

Surprising as it may seem, this new beauty trend doesn't require brushes, mascara wands or sponges, but simply a hot glue gun. More often associated with do-it-yourself jobs and creative crafts, this tool had never before made the grade as a beauty staple ― except perhaps among professional makeup artists. Still, that was without counting on the endless imagination and boundless creativity of TikTok users when it comes to experimenting with new techniques. For several weeks, they've been using the hot glue gun as a go-to accessory for their makeup looks. The #hotgluegun hashtag has already exceeded 27 million views on the Chinese social network, and this is just the beginning.

So what purpose can a hot glue gun serve in a makeup session? The answer is simple: it's all about standing out, and embracing a more creative makeup look than ever. That's because the DIY tool is being used to create eyeliner shapes and other three-dimensional elements to craft beauty looks as sophisticated as those worn by Doja Cat, Charli XCX or even Beyoncé. That's it! And it's easy to achieve, so long as you follow a few rules and ― especially ― take a few precautions.

Don't use the glue gun directly on skin

While this trend might not be to everyone's taste, if only because of the equipment it requires, it's nevertheless within everyone's reach. It is, of course, necessary to get a hot glue gun, but these widely available and affordable. In addition, you'll need a metal plate, plus eye shadow or nail powder, as well as false eyelash glue. Once you've got all the tools and products, it's time to get to work ― or almost. Because before doing anything, it's important to understand that a hot glue gun must never ― ever ― be used in direct contact with the skin ― i.e. don't put the hot glue directly onto your face. Now that's totally clear, you can get started with this fun and creative technique.

Just grab your hot glue gun and the metal plate ― essentially a palette that makeup artists use to mix colours ― and then start making 3D shapes with the glue. Unless you handle the tool like a pro, it will probably take several tries before you get the shapes you want, but it's just a matter of practice, and patience. Then let the glue dry for several minutes, cover the shape with nail powder or eyeshadow, and then fix it to the face, usually the eyelids, with false eyelash glue. Et voilà!

Having gone viral, this trend has given rise to another trick on the Chinese social network. Called chrome makeup, its hashtag already has no less than 22 million views. This is a playful inspiration that seems to come straight from the 2000s and could shape up to be one of the makeup trends of the year. ― ETX Studio","Have you ever heard of 'hot glue gun makeup,' the beauty trend that's currently sweeping social networks?
The hot glue gun as the latest makeup must-haveSurprising as it may seem, this new beauty trend doesn't require brushes, mascara wands or sponges, but simply a hot glue gun.
For several weeks, they've been using the hot glue gun as a go-to accessory for their makeup looks.
It is, of course, necessary to get a hot glue gun, but these widely available and affordable.
Because before doing anything, it's important to understand that a hot glue gun must never ― ever ― be used in direct contact with the skin ― i.e.",12/4/2023 0:00
https://www.straitstimes.com/business/banking/imf-says-more-flexible-boj-yield-control-can-prevent-market-whiplash,IMF says more flexible BOJ yield control can prevent market whiplash,"TOKYO – The Bank of Japan (BOJ) could help prevent abrupt policy changes later by allowing more flexibility in its bond yield curve control, the International Monetary Fund said in its global financial stability report released on Tuesday.

Under yield curve control (YCC), the BOJ guides the 10-year government bond yield around 0 per cent as part of efforts to sustainably achieve its 2 per cent inflation target.

The central bank’s decision in December to widen the tolerance band around the yield target has heightened market bets of a further near-term tweak or end to YCC.

Changes to the BOJ’s yield control policy may affect financial markets through exchange rates, term premiums on sovereign bonds and global risk premiums, the IMF said.

“While allowing more flexibility in the yield curve control policy could have some repercussions in global financial markets, such a change not only is warranted to meet monetary policy objectives but could also help prevent abrupt policy changes later that could trigger larger spillovers,” the IMF said in the report.

The BOJ has kept policy ultra-loose even as other major economies hiked interest rates to combat soaring inflation, on the view the recent cost-driven price growth will not be sustained unless accompanied by stronger economic and wage growth.

While the yield control policy has helped keep borrowing costs low, it has come under increasing criticism for distorting market pricing and crushing financial institutions’ profits.

The BOJ’s new governor, Mr Kazuo Ueda, stressed on Monday his resolve to keep ultra-low interest rates for now, brushing aside lingering market expectations of a near-term policy shift.

In the report’s section analysing the potential impact of a tweak to YCC, the IMF said a further rise in Japanese long-term interest rates could affect bond yields of Australia, several euro-area countries and the United States as Japanese investors repatriate the huge amount of funds parked in these markets.

Some emerging markets like Indonesia and Malaysia could also face “material” capital outflows due to the significant presence of Japanese investors, it said.

“The pace and possible effects of repatriation could be larger, however, should market participants be surprised by the Bank of Japan’s announcements and actions,” the report said.

“Clear communication in the event of adjustments to the Bank of Japan’s monetary policy is critical to avoid market volatility,” it said. REUTERS","TOKYO – The Bank of Japan (BOJ) could help prevent abrupt policy changes later by allowing more flexibility in its bond yield curve control, the International Monetary Fund said in its global financial stability report released on Tuesday.
Under yield curve control (YCC), the BOJ guides the 10-year government bond yield around 0 per cent as part of efforts to sustainably achieve its 2 per cent inflation target.
Changes to the BOJ’s yield control policy may affect financial markets through exchange rates, term premiums on sovereign bonds and global risk premiums, the IMF said.
While the yield control policy has helped keep borrowing costs low, it has come under increasing criticism for distorting market pricing and crushing financial institutions’ profits.
“Clear communication in the event of adjustments to the Bank of Japan’s monetary policy is critical to avoid market volatility,” it said.",2023-04-12 09:18:03+08:00
https://www.malaymail.com/news/sports/2023/04/12/no-need-to-question-zii-jias-inclusion-in-road-to-goal-programme-says-project-coordinator/64408,"No need to question Zii Jia’s inclusion in Road to Goal programme, says project coordinator","PETALING JAYA, April 12 — The inclusion of national professional men’s singles shuttler Lee Zii Jia in the Road To Gold (RTG) project should not be questioned, said the project’s coordinator Stuart Ramalingam.

Stuart said this is because Zii Jia, who is ranked fourth in the world, is the country’s best singles player currently and thus it is not appropriate to leave him out even though he has his own past history.

According to him, Zii Jia’s involvement also shows the openness of the RTG project in ensuring that appropriate support is given to any athlete who has the potential to win the country’s first gold medal at the Olympic Games.

“Zii Jia is currently ranked fourth in the world, basically we cannot overlook Zii Jia... I think his inclusion should not be questioned because he is the number one singles player in Malaysia.

“We know that he may have historical occurrences that may be in the memory of many but the matter is being resolved to ensure that Zii Jia’s chances at the Olympics are open,” he said when met at the Malaysian Football League’s (MFL) breaking of the fast programme at a hotel here yesterday.

Stuart, who is also MFL Chief Executive Officer (CEO), said this when asked if Zii Jia is still considered the best candidate to bring home the country’s first gold at the Olympic Games.

Previously, there were some negative impressions, among them that Zii Jia should not be included in the RTG project since he is a professional athlete and has sponsors.

Commenting further, Stuart said the inclusion of Zii Jia and that of other national professional badminton players has been approved by the Badminton Association of Malaysia (BAM).

“Tan Sri Mohamad Norza Zakaria (BAM president) himself submitted the names of these professional athletes to ensure that opportunities are also given to them,” he said.

Besides Zii Jia, three professional doubles pairs, two from the mixed doubles camp, Tan Kian Meng-Lai Pei Jing and Goh Soon Huat-Shevon Lai Jemie and men’s doubles, Ong Yew Sin-Teo Ee Yi ,are among the total of 15 athletes listed in the RTG project .

On Saturday, Zii Jia, who is also the 2021 All England champion, expressed his desire to win the country’s first gold at the Olympic Games during a meeting with Youth and Sports Minister Hannah Yeoh and Stuart in Kuala Lumpur.

The RTG project introduced by the Ministry of Youth and Sports (KBS) last month is considered a national project with the objective of coordinating the country’s efforts in hunting for the maiden gold medal at the Olympic Games covering the Paris 2024 and Los Angeles 2028 editions. — Bernama","PETALING JAYA, April 12 — The inclusion of national professional men’s singles shuttler Lee Zii Jia in the Road To Gold (RTG) project should not be questioned, said the project’s coordinator Stuart Ramalingam.
“Zii Jia is currently ranked fourth in the world, basically we cannot overlook Zii Jia...
I think his inclusion should not be questioned because he is the number one singles player in Malaysia.
Previously, there were some negative impressions, among them that Zii Jia should not be included in the RTG project since he is a professional athlete and has sponsors.
Commenting further, Stuart said the inclusion of Zii Jia and that of other national professional badminton players has been approved by the Badminton Association of Malaysia (BAM).",12/4/2023 0:00
https://www.channelnewsasia.com/business/chinas-trade-likely-extended-declines-march-weak-demand-reuters-poll-3412266,China's trade likely extended declines in March on weak demand: Reuters poll,"BEIJING : China's exports and imports likely extended their declines in March, a Reuters poll showed on Wednesday, as weakening global demand squeezed factory supply chains and order books.

Data for March is expected to show a 7 per cent fall in exports from a year earlier, bigger than the 6.8 per cent drop recorded during the January-February period in which the Lunar New Year holiday fell and workers downed tools.

Such a result would add to policymakers' concerns about China's fragile economic recovery. The trade data will be released on Thursday.

Exports have struggled in the months following China's decision to drop its COVID curbs in December, when the world's second-largest economy re-opened. Once a major driver of economic strength, exports have not risen for five months.

Imports in March are expected to have fallen 5 per cent from a year earlier, improving on the 10.2 per cent drop seen in the January-February period, but continuing to reflect weak foreign demand, since the country brings in parts and materials from abroad for inputs in many of its exports.

Newly appointed premier Li Qiang told a cabinet meeting last week that officials should ""try every method"" to grow trade with developed economies and encourage companies to further explore emerging market economies, such as those in Southeast Asia.

New export order gauges in both official and private-sector factory activity surveys fell in March, with the Caixin/S&P Global manufacturing purchasing managers' index dropping back below the 50-point line that separates expansion and contraction.

China is not alone in its trade woes. Other Asian exporters such as South Korea and Vietnam have also seen exports decline in the first few months of 2023.

South Korean exports to China, a leading indicator of China's imports, were 33.4 per cent lower in March than a year earlier, the sharpest drop in over 14 years and extending losses to a 10th straight month.","BEIJING : China's exports and imports likely extended their declines in March, a Reuters poll showed on Wednesday, as weakening global demand squeezed factory supply chains and order books.
Such a result would add to policymakers' concerns about China's fragile economic recovery.
Exports have struggled in the months following China's decision to drop its COVID curbs in December, when the world's second-largest economy re-opened.
Once a major driver of economic strength, exports have not risen for five months.
Other Asian exporters such as South Korea and Vietnam have also seen exports decline in the first few months of 2023.",None
